Word,ValenceMean,ValenceSD,%ValenceRaters ,ArousalMean,ArousalSD,%ArousalRaters
sequía,2.35,1.09,100,6.45,1.32,100
séquito,4.75,1.62,100,5.47,1.87,85
ser,6.7,1.49,100,4.5,2.14,100
sera,5.83,1.27,60,4.71,1.49,70
serafín,5.5,1,100,5.16,1.5,95
serbia,5.17,0.62,90,5.24,1.2,85
seré,6,1.26,100,5.9,2,100
serena,6.75,1.33,100,3.15,1.39,100
serenidad,7.15,1.14,100,2.6,1.7,100
sereno,6.15,1.27,100,2.75,2.1,100
sería,5.05,0.85,95,4.85,1.18,100
serial,5,0.58,95,4.79,1.51,95
serie,5.9,1.62,100,4.8,1.99,100
seriedad,5.3,1.72,100,4.5,1.96,100
serio,3.55,1.45,100,4.55,2.01,100
sermón,3,0.92,100,5.2,2.14,100
serpiente,4.1,1.74,100,6.95,1.74,100
serranía,4.87,1.41,75,4.33,1.85,90
serrano,6.9,1.37,100,4.8,1.06,100
serrar,4.21,1.27,95,5.75,1.25,100
serrucho,4.35,1.04,100,5.7,1.42,100
servicial,6.05,2.19,100,4.15,1.76,100
servicio,5.35,1.09,100,4.75,1.07,100
servidor,4.7,1.92,100,4.5,1.19,100
servidumbre,3,1.33,95,5.3,1.69,100
servil,5.27,1.67,75,4.44,1.46,90
servilleta,5,0,100,4.7,0.66,100
servir,4.3,1.26,100,5.2,1.47,100
serviré,5.05,1.5,100,5.75,0.72,100
serviría,4.85,1.14,100,5.25,0.85,100
sesenta,5.35,1.14,100,5.35,1.35,100
sesgo,4.32,1,95,5.85,1.31,100
sesión,5.25,0.55,100,4.85,1.14,100
seso,3.8,1.77,100,6.25,1.37,100
sestercios*,4.73,0.79,55,5,0,25
set,5.33,0.59,90,4.68,1.83,95
setenta,5.15,1.53,100,4.9,1.21,100
setiembre,4.77,1.96,65,5.64,2.47,70
seudónimo,5,0.67,95,5.15,0.59,100
severa,3.45,1.23,100,5.85,1.53,100
severidad,3.9,1.25,100,5.95,1.73,100
sevillana,6.55,1.47,100,5.6,1.1,100
sevillano,6.8,1.54,100,5.95,1.1,100
sevillista,5.95,1.67,100,5.16,1.46,95
sexenio,4.74,1.48,95,5.71,1.26,85
sexo,7.7,1.11,100,7.43,1.65,100
sexta,4.65,1.76,100,4.85,1.69,100
sexto,5.15,0.81,100,4.5,1.4,100
sexual,7.45,1.1,100,7.3,1.49,100
sexualidad,7.1,1.62,100,6.85,1.73,100
sexy,7.3,1.13,100,7.33,1.29,100
shorts,6.3,1.38,100,5.35,1.84,100
show,6.65,1.98,100,6.6,1.35,100
siciliano,5.53,1.12,95,5.3,0.66,100
sida,1.45,0.69,100,7.35,1.46,100
siderurgia,4.75,0.72,100,5.3,1.13,100
siderúrgica,4.85,0.88,100,5.7,1.3,100
sidra,5.8,1.4,100,5.55,1.1,100
siembra,5.45,1,100,5,1.12,100
siempre,6.85,1.69,100,5.1,2.22,100
sien,4.85,0.67,100,4.45,1.43,100
siendo,5.16,0.5,95,4.5,1.7,100
siente,6.8,1.4,100,3.7,2.13,100
siento,6.65,1.6,100,4.8,1.99,100
sierra,5.05,1.93,100,5.3,1.81,100
siervo,2.45,1.23,100,6.15,1.57,100
siesta,7.65,1.31,100,2,1.38,100
sífilis,1.53,0.7,95,6.92,1.53,97.5
sigilo,5.75,1.59,100,3.32,1.53,95
sigla,5.4,0.75,100,4.5,1.19,100
siglo,5.4,0.94,100,4.45,1.64,100
sigma,5,0.38,75,5.13,0.74,75
significación,5.45,0.89,100,5.15,1.9,100
significado,5.95,1.19,100,4.6,1.31,100
significante,6.1,1.29,100,5.95,1.39,100
significar,6.15,1.6,100,4.95,1.43,100
significativo,6.6,1.1,100,5.6,1.39,100
signo,5.6,1.23,100,4.5,0.89,100
sigo,6.05,1.47,100,5.1,1.12,100
sigue,5.65,0.75,100,4.75,1.74,100
siguiente,5.3,1.17,100,5.65,1.23,100
sílaba,5.5,1.05,100,4.2,1.32,100
silbar,5.55,1.23,100,4.8,1.51,100
silbato,5.05,0.94,100,6,1.65,100
silbido,5.6,1.27,100,5.3,1.22,100
silenciar,4.65,1.66,100,3.65,1.84,100
silencio,5.75,1.92,100,2,1.34,100
silencioso,6.5,2.28,100,2.7,1.72,100
silicio,4.7,0.8,100,4.63,0.96,95
silicosis*,3.25,1.98,40,7,1.1,30
silla,5.45,0.93,100,3.4,1.51,100
sillería,5.29,1.07,70,5,0.82,65
sillón,6.35,1.18,100,2.5,1.47,100
silogismo,5.2,1.01,75,4.79,1.51,95
silueta,6.45,1.47,100,4.9,1.86,100
siluro,4.8,0.63,50,4.92,1.51,60
silvestre,6.15,1.35,100,5.1,1.92,100
silvestres,7.05,1.43,100,4.6,1.54,100
silvicultura,5,0,50,4.46,1.33,65
sima,5.67,0.98,60,5.3,0.67,50
simbólico,5.75,1.02,100,4.85,1.42,100
simbolismo,5.5,0.89,100,5.45,1.05,100
simbolizar,5.8,1.01,100,4.95,1.15,100
simbología,5.1,0.79,100,5.05,1.36,100
simetría,6.4,1.54,100,4.1,1.37,100
simétrica,5.9,1.07,100,4,1.03,100
simiente,6.08,1.51,60,3.92,1.89,65
similar,5.5,1,100,4.25,1.52,100
similitud,5.7,0.98,100,4.65,0.75,100
simpatía,8.6,0.75,100,4.75,2.17,100
simpático,7.83,1.36,100,4.95,2.14,100
simple,5.95,1.67,100,3.35,1.95,100
simplicidad,6.15,1.14,100,3.3,1.49,100
simplificación,5.7,1.78,100,3.75,1.86,100
simplificado,5.6,1.05,100,3.35,1.6,100
simplificar,6.15,1.09,100,4,1.56,100
simplista,4.3,1.81,100,4.21,1.44,95
simposio*,5.22,0.83,45,5.21,1.12,70
simulación,4.8,0.77,100,5.5,1.4,100
simulacro,4.9,1.02,100,6.6,1.1,100
simulador,5.35,1.18,100,5.05,1.61,100
simular,5.1,1.37,100,5.8,1.44,100
simultánea,5.6,0.82,100,4.8,1.2,100
sinagoga,4.37,1.07,95,4.53,1.26,95
sinceridad,8.1,0.91,100,3.2,1.74,100
sincero,8.05,0.83,100,3.85,2.16,100
sincronización,6.05,1.05,100,4.8,1.91,100
sindical,4.79,1.32,95,5.3,1.78,100
sindicalismo,4.9,1.37,100,5.8,1.44,100
sindicalista,4.9,1.45,100,5.95,1.67,100
sindicato,4.9,1.41,100,5.68,1.73,95
síndrome,2.95,1.76,100,7.35,1.18,100
sinergia,5.14,1.56,70,4.69,1.54,80
sinfín,5.95,1.15,100,5.05,1.76,100
sinfonía,7.05,1.39,100,3.25,1.8,100
sinfónica,5.95,1.28,100,4.9,1.86,100
singular,5.65,1.04,100,4.8,0.83,100
singularidad,6.05,1.39,100,4.35,1.69,100
siniestra,2.7,1.45,100,7,1.26,100
siniestrado,2.5,1.24,100,6.53,1.84,85
siniestralidad,2.4,1.54,100,7.5,1.19,100
siniestro,2.55,1.32,100,6.6,2.14,100
sinnúmero,5.05,0.83,100,4.78,1.22,90
sínodo*,5,0,25,4.57,0.79,35
sinónimo,5.4,0.75,100,4.1,1.52,100
sintáctica,4.7,1.59,100,4.9,1.25,100
sintagma,4.3,1.45,100,4.9,1.52,100
sintaxis,4.9,1.71,100,4.85,1.6,100
sintético,5.1,1.12,100,5.2,1.32,100
sintetizador,5.45,0.94,100,5.25,0.91,100
sintetizar,6,1.62,100,5.35,0.88,100
síntoma,3.1,1.68,100,6.55,1.64,100
sintonía,6.25,1.48,100,3.95,1.82,100
sinusitis,3.22,1.35,90,6.76,1.52,85
sinvergüenza,2.65,0.93,100,6.5,1.47,100
sionista*,5,0,15,4.75,0.71,40
siquiera,4.79,0.54,95,4.53,1.47,95
sirena,6.65,1.66,100,5,2.13,100
sirio,4.58,0.9,95,6,1.59,100
sirve,5.85,1.39,100,4.4,1.54,100
sirvienta,4.05,1.82,100,4.75,1.45,100
sirviente,3.2,1.54,100,5.65,1.9,100
sirvo,4.85,1.6,100,5.5,1.67,100
sismo,4.06,1.24,80,5.75,1.65,80
sistema,4.7,1.34,100,4.85,1.04,100
sistemática,5.45,0.94,100,4.85,0.75,100
sitio,5.55,0.89,100,4.7,1.45,100
sito*,5.13,0.35,40,5.09,0.54,55
situación,5,0.56,100,5.4,1.31,100
situar,5.3,0.57,100,5,0.73,100
snob,3.71,1.27,70,5.44,1.5,67.5
snowboard,6,1.37,95,6.65,1.53,100
soba*,5.33,1.32,45,4.87,1.92,75
soberanía,4.3,1.38,100,5.95,1.39,100
soberbia,2.75,1.62,100,6.9,1.71,100
soberbio,3.55,2.16,100,6.3,1.92,100
sobornar,2.45,1.05,100,6.95,1.32,100
soborno,2.4,0.88,100,6.95,1.28,100
sobra,4,1.17,100,4.7,1.22,100
sobrante,4.6,1.27,100,5.8,1.06,100
sobrecamisa,4.94,0.43,85,4.79,1.03,95
sobrecarga,3.9,1.12,100,6.35,1.14,100
sobrecogido,3.85,1.57,100,5.6,1.66,100
sobrellevar,5.25,1.55,100,5.4,1.67,100
sobremanera,4.95,0.76,100,4.5,1.5,100
sobremesa,6.45,1.28,100,3.85,1.6,100
sobrenatural,6.15,1.46,100,6.65,1.6,100
sobrenombre,4.5,1.76,100,4.9,0.97,100
sobrepasar,4,1.08,100,5.8,1.64,100
sobrepeso,1.95,1.61,100,6.55,1.39,100
sobreponer,5.35,1.63,100,5.65,0.59,100
sobresaliente,8.6,1.1,100,7.15,1.66,100
sobresalir,6.65,1.57,100,6.7,1.53,100
sobresaltado,3.98,1.37,100,6.88,1.74,100
sobresaltar,3.55,1.5,100,6.25,1.68,100
sobresalto,3.9,0.91,100,7.05,1.67,100
sobretodo,5.35,0.93,100,5.26,1.52,95
sobrevenir,5.21,1.18,95,5.3,1.3,100
sobreviviente,7.35,1.42,100,6,2.03,100
sobrevivir,6.5,1.54,100,6.2,1.99,100
sobriedad,4.89,1.97,95,5.15,1.6,100
sobrina,6.75,1.62,100,4.65,1.57,100
sobrino,6.85,1.76,100,4.7,1.66,100
sobrio,5.95,1.39,100,4.75,1.74,100
socava,4.69,0.48,65,5.31,0.48,80
socavar,4.31,0.87,80,5.05,1.28,100
sociable,7.43,1.15,100,4.1,2.27,100
socialdemocracia,6.4,1.43,100,5.5,1.58,90
socialdemócrata,5.35,1.9,100,5.2,1.32,100
socialismo,5.45,1.28,100,5.1,1.37,100
socialista,5.3,1.38,100,4.9,1.8,100
socialización,7,1.08,100,5.75,1.48,100
sociedad,5.7,1.26,100,6.75,1.48,100
socio,6.4,1.47,100,5.4,0.6,100
sociocultural,6.85,1.53,100,5,1.72,100
socioeconómico,4.95,1.43,100,5.6,1.05,100
sociología,6.4,1.23,100,4.95,1.76,100
sociológico,5.85,1.73,100,4.45,1.19,100
sociólogo,6,1.38,100,4.5,1.91,100
socorrer,6.2,1.58,100,6.9,1.29,100
socorro,2.95,1.99,100,7.75,1.33,100
soda,5.4,0.82,100,4.53,1.39,95
sódico,4.86,0.36,70,5.11,0.83,90
sodio,5.11,0.66,95,4.6,0.94,100
sofá,6.85,1.6,100,2.55,1.85,100
sofisticación,5.95,1.57,100,5.65,1.27,100
sofocante,2.4,1.43,100,7.35,1.18,100
sofocar,3.9,1.89,100,6.15,1.53,100
software,5.3,1.26,100,4.95,1.19,100
soga,2.73,1.36,100,6.75,1.37,100
soja,5.65,1.27,100,4.3,1.84,100
sol,7.4,1.1,100,3.85,2.56,100
sola,3.05,2.39,100,4.65,2.39,100
solana,5.21,1.44,95,4.22,1.77,90
solapa,4.95,0.6,100,5,1.12,100
solar,5.95,1.1,100,4.25,2.02,100
solarium,6.05,1.84,95,4.21,1.62,95
soldadito,5.2,1.28,100,4.5,1.93,100
soldado,3.5,1.36,100,6.65,1.09,100
soldadora,4.84,1.12,95,5.65,1.35,100
soldadura,5.2,0.62,100,4.65,1.35,100
soleado,7.73,1.5,100,5.1,2.73,100
soledad,2.13,1.45,100,5.03,2.62,100
solemne,5,1.65,100,4.44,1.77,97.5
solemnidad,5.65,1.23,100,4.2,1.94,100
soler,5.47,0.7,95,5.31,0.79,80
solicitar,5.65,1.46,100,6,1.38,100
solicitud,5.6,0.88,100,5.55,1.82,100
sólida,5.7,1.03,100,4.95,1.57,100
solidaria,7.8,1.06,100,4.2,2.21,100
solidaridad,7.55,1.57,100,3.6,2.16,100
solidez,6.3,1.34,100,4.4,1.39,100
sólido,5.6,1.14,100,4.9,1.25,100
solista,5.85,1.93,100,4.4,1.67,100
solitario,4,2.18,100,4.33,2.15,100
sollozo,2.3,1.56,100,5.95,1.28,100
solo,2.48,1.55,100,4.53,2.33,100
sólo,3.7,1.59,100,5.05,2.21,100
solsticio,6.12,1.22,85,4.21,1.96,95
soltar,5.35,1.31,100,4.6,1.35,100
soltera,5.3,1.84,100,4.95,2.16,100
soltero,5.7,1.13,100,4.85,2.37,100
soltura,6.95,1.1,100,4.8,1.99,100
soluble,5.4,0.75,100,4.45,1.05,100
solución,7.6,1.31,100,3.8,2.04,100
solucionar,7.8,1.06,100,3.95,1.88,100
solvencia,5.4,1.43,100,4,1.8,95
solventar,6.05,1.1,100,5.05,1.5,100
solvente,5.63,1.26,95,4.33,1.64,90
sombra,4.9,1.79,100,5.43,1.69,100
sombrero,5.95,1.04,100,4.25,1.48,100
sombrío,3.6,1.23,100,5.05,1.93,100
someter,3,1.81,100,6.45,1.43,100
sometimiento,2.4,1.57,100,6.95,1.54,100
somier,5.8,1.06,100,3.85,1.79,100
soñador,7.85,1.18,100,5.15,2.72,100
sonajero,6.3,1.34,100,4.78,2.13,100
sonar,5.9,1.37,100,5.45,1.1,100
soñar,8.1,1.07,100,3.05,2.72,100
sonata,6.55,1.15,100,4,1.8,95
sonda,4.15,2.18,100,5.95,1.9,100
sondeo,5.4,0.75,100,5.2,1.85,100
soneto,6.47,1.22,95,3.6,1.43,100
sonido,6.35,1.23,100,5.1,1.74,100
sonora,5.7,1.03,100,4.85,2.06,100
sonoridad,5.4,0.99,100,5.9,1.55,100
sonreír,8.15,1.18,100,4.05,2.95,100
sonriente,8.75,0.55,100,5.45,2.11,100
sonrisa,7.75,1.33,100,4.35,2.43,100
sopa,5.65,1.53,100,4.25,1.55,100
sopera,5,1.41,100,4.45,1.05,100
sopesar,4.58,1.3,95,5.37,1.74,95
soplar,5.4,0.75,100,4.95,1.32,100
soplete,4.85,0.75,100,5.7,0.8,100
soplo,5,1.12,100,5.35,1.35,100
sopor,4.54,1.13,65,5.2,1.26,75
soportar,3.45,1.7,100,6.1,1.17,100
soporte,5.2,0.52,100,4.5,1.05,100
soprano,6.35,1.84,100,4.4,1.43,100
sor,4.87,1.6,75,4.13,1.36,75
sorbo,5.42,0.61,95,4.75,1.59,100
sordera,2.6,1.67,100,6.2,1.4,100
sordo,3.2,1.4,100,5.25,1.68,100
sorgo*,6.33,2.31,15,5.25,2.87,20
sorna*,4,1.41,40,5.69,1.18,65
sorprendente,7.2,1.4,100,7.1,1.21,100
sorprender,7.1,1.68,100,7,1.08,100
sorprendido,6.55,1.26,100,7.15,1.31,100
sorpresa,7.75,1.07,100,7.4,1.67,100
sortear,6.05,1.73,100,6.6,0.88,100
sorteo,7.15,1.31,100,7.45,1.28,100
sortija,6,1.52,100,5.9,1.86,100
sosiego,6.1,1.74,100,3.3,1.66,100
soslayo*,5,0.47,50,4.75,1.67,40
soso,3.23,1,100,3.78,2.33,100
sospechar,3.55,1.23,100,6.75,1.02,100
sospechoso,3.3,1.24,100,6.25,1.86,100
sostén,6,1.38,100,5.55,2.09,100
sostener,5.8,1.47,100,4.95,1.05,100
sostenibilidad,6.25,1.33,100,4.45,1.7,100
sostenible,6.5,1.47,100,3.85,1.27,100
sostenimiento,5.75,0.91,100,4.55,1.76,100
sotana,3.8,1.47,100,5,1.37,95
sótano,4.6,1.19,100,5.7,1.72,100
soto,5.38,1.12,65,5,1.7,85
soul,5.56,1.59,80,4.24,1.35,85
soviético,4.42,1.02,95,5.05,1.73,100
soy,6,1.38,100,4.55,1.76,100
spray,5.5,1.06,100,5.6,1.05,100
suave,7.4,1.24,100,2.7,1.92,100
suavidad,8,0.97,100,3.2,2.07,100
suavizar,6.15,1.53,100,3.7,1.95,100
suba,5.4,1.14,100,4.95,1.15,100
subasta,5.35,1.04,100,5.8,1.32,100
subcampeón,5.75,1.8,100,5.85,1.31,100
subcampeonato,5.15,0.93,100,6.15,1.79,100
subcapitán,5.3,0.57,100,4.55,0.76,100
subclase,4.05,1.1,100,5.1,1.25,100
subcomandante,4.7,1.08,100,5.85,0.99,100
subconjunto,5,0.32,100,4.75,1.07,100
subconsciente,6.4,1.19,100,5.25,2.15,100
subcontinente,5,1.2,95,4.5,1.61,100
subcoronel,4.75,0.85,100,5.55,1.82,100
subcultura,5.16,1.46,95,5.2,0.77,100
subdelegado,4.9,0.55,100,5.3,1.34,100
subdesarrollo,3.3,1.56,100,6.25,1.62,100
subdirector,4.85,0.99,100,4.85,1.76,100
subdividir,4.55,0.83,100,5.4,0.94,100
subdivisión,4.6,1.14,100,4.9,1.59,100
subespecie,4.95,0.83,100,4.8,1.44,100
subestimar,3.55,1.47,100,5.8,1.61,100
subfamilia,4.65,1.46,85,4.42,1.77,95
subfusil,4.08,1.16,60,6.87,2.23,75
subgénero,4.58,0.96,95,4.1,1.48,100
subgrupo,5.15,0.67,100,4.8,1.01,100
subida,4.7,1.63,100,5.6,1.39,100
subir,6.1,1.29,100,5.85,1.6,100
súbito,4.15,1.35,100,6.45,1.82,100
subjetiva,5.15,1.39,100,4.9,1.77,100
subjetividad,5.9,1.52,100,5.25,1.59,100
sublevación,4.25,2,100,6.2,1.7,100
sublime,7.55,1.32,100,5.4,1.96,100
submarinismo,7.1,1.83,100,6.35,2.06,100
submarino,5.65,1.39,100,4.8,1.79,100
suboficial,4.75,0.72,100,4.9,1.55,100
subordinación,3.55,1.47,100,5.5,1.79,100
subordinada,4.5,1.19,100,4.9,1.55,100
subprefectura*,5.17,0.41,30,5.38,1.19,40
subpresidente,4.74,1.15,95,5.35,1.35,100
subrayador,5.55,1.23,100,4.9,0.55,100
subrayar,4.05,1.15,100,5.1,1.48,100
subsahariana,4.85,1.04,100,4.7,1.53,100
subsanar,5.9,1.33,100,4.65,1.31,100
subscripción,5.2,0.52,100,5,2.03,100
subsecretario,4.85,0.88,100,5.1,0.55,100
subsidiaria,4.87,1.77,75,4.67,1.8,75
subsidio,4.35,2.06,100,5.2,1.58,100
subsiguiente,4.6,1.05,100,5.3,0.86,100
subsistema,4.8,1.64,100,4.95,0.89,100
subsistemas,4.8,0.95,100,4.75,1.41,100
subsistencia,5.2,1.54,100,5.84,1.86,95
subsistir,3.1,1.48,100,6.21,1.36,95
substancia,5.44,1.04,90,5.16,1.46,95
substancial,5.21,0.63,95,4.8,1.01,100
subsuelo,4.6,1.27,100,5.25,1.12,100
subteniente,4.65,1.18,100,5.72,1.81,90
subtítulo,5.35,0.81,100,5.35,0.93,100
subtropical,5.7,1.38,100,4.5,1.73,100
suburbio,3.26,1.29,97.5,6.05,1.72,95
subvención,6.6,1.5,100,5.05,1.93,100
subvencionar,6.9,1.29,100,4.85,1.73,100
subversión,5.24,0.66,85,5,1.32,80
subversivo*,4.38,1.41,40,5.46,1.85,65
subyacente,4.79,0.63,95,4.75,0.85,100
subyacer,4.84,1.07,95,4.2,1.64,100
suceder,5.2,0.95,100,5.55,1.19,100
sucedido,5.15,0.81,100,5.42,0.96,95
sucesión,5.25,0.91,100,4.35,1.57,100
sucesiva,5.35,0.75,100,4.7,0.92,100
sucesivo,5.2,0.62,100,4.75,1.29,100
suceso,5.1,1.02,100,5.75,1.37,100
sucesor,5.75,1.29,100,5.1,1.21,100
sucesora,5.5,1.32,100,5.45,1.23,100
sucesoria,4.9,1.07,100,5.15,0.59,100
suciedad,2.25,1.12,100,6.9,1.17,100
sucio,2.38,1.25,100,6.15,1.93,100
sucumbir,3.95,1.22,95,6.35,1.42,100
sucursal,4.45,1,100,5.5,1.24,100
sudadera,6.6,1.39,100,4.55,1.61,100
sudafricano,5.45,1.23,100,5.05,1.96,100
sudamericano,5.5,1.15,100,4.9,1.48,100
sudar,4.15,1.63,100,6.45,1.05,100
sudeste,5.7,1.03,100,5.1,1.25,100
sudoeste,5.2,0.89,100,4.79,1.08,95
sudor,4.1,1.8,100,5.95,2.09,100
sueco,5.7,0.98,100,5.05,0.94,100
suegra,5.3,1.63,100,5.9,1.45,100
suegro,5.25,1.41,100,5.65,1.63,100
suela,5,1.12,100,4.9,1.45,100
sueldo,7.9,1.21,100,6.05,2.01,100
suelo,5,0.46,100,4.15,1.31,100
suelta,5.5,1.24,100,5.15,1.09,100
suelto,5.2,1.11,100,4.55,1.82,100
sueño,6.15,1.85,100,2.65,2.59,100
suero,3.7,1.81,100,5.45,1.64,100
suerte,7.85,1.23,100,6.15,2.48,100
suéter,6.35,1.5,100,3.8,1.61,100
suficiencia,4.6,1.76,100,4.6,1.1,100
suficiente,5.15,1.66,100,4.5,1.64,100
sufijo,4.84,0.37,95,4.65,0.93,100
sufra,2.55,1.88,100,5.85,1.69,100
sufragar,3.85,1.07,65,5.69,1.54,80
sufragio,4.65,1.42,100,5.25,1.86,100
sufrimiento,1.95,1.15,100,8.3,0.86,100
sufrir,2.45,1.32,100,7.4,1.19,100
sugerencia,5.8,1.24,100,5.1,1.65,100
sugerente,5.8,1.32,100,6.11,1.45,95
sugerir,5.65,1.31,100,5.65,1.23,100
sugestión,4.2,0.89,100,6.3,1.26,100
suicida,2.15,1.39,100,7.65,1.04,100
suicidarse,1.32,0.58,95,7.95,1,100
suicidio,1.23,0.53,100,7.88,1.65,100
suite,6.63,1.07,95,4.55,2.7,100
suiza,5.95,1.79,100,5.05,1.64,100
suizo,5.5,1,100,4.55,1.1,100
sujeción,5.06,1.11,90,4.47,1.9,95
sujetador,5.3,1.08,100,5.1,1.83,100
sujetar,5.5,1.73,100,4.8,1.58,100
sujeto,4.9,0.97,100,4.6,1.88,100
sulfato,4.4,1.47,100,5.65,1.87,100
sulfúrico,4.15,1.53,100,5.5,1.96,100
sulfuro,4.68,1.11,95,5.45,1.61,100
sultán,4.74,1.19,95,5.6,1.14,100
suma,5.25,0.85,100,5.45,0.6,100
sumando,5.35,1.23,100,4.5,1.43,100
sumar,5.7,0.98,100,5.15,0.75,100
sumario,4.6,0.82,100,4.75,1.52,100
sumergir,4.7,1.53,100,5.7,1.45,100
suministrar,5.65,0.81,100,5,1.3,100
suministro,5.3,0.8,100,4.8,1.44,100
sumir,4.21,1.31,70,4.69,1.2,80
sumisión,1.95,1.05,100,6.65,2.03,100
sumiso,2.75,1.48,100,4.4,1.9,100
sumo,5.25,1.12,100,5.05,1,100
suní*,4.2,1.1,25,6.11,1.54,45
suntuosa,5.06,0.94,90,5.61,1.46,90
súper,6.1,1.29,100,6.3,2.13,100
superación,8.1,1.21,100,6.25,1.55,100
superar,7.05,1.7,100,5.5,2.16,100
superávit,5.44,1.21,80,6.19,1.64,80
superestructura,5.9,1.45,100,5.25,1.71,100
superficial,3.1,1.33,100,5.95,1.67,100
superficie,5.8,1.44,100,4.75,1.52,100
superfluo,4.41,1.18,85,5.11,1.53,90
superhéroe,7,1.3,100,6.5,1.96,100
superhéroes,6.5,1.57,100,6.4,1.6,100
superintendente,5.1,1.41,100,5.63,2.06,80
superior,4.9,1.89,100,6.1,1.07,100
superiora,4.3,1.42,100,5.79,1.55,95
superioridad,4.05,1.99,100,6.5,0.95,100
supermercado,5.6,1.19,100,4.15,1.39,100
superposición,5.1,1.33,100,5.7,1.69,100
superpotencia,5.55,2.04,100,6.4,1.79,100
superproducción,5.85,2.01,100,5.9,1.48,100
superstición,4.05,1.67,100,6.25,1.68,100
supersticioso,3.85,1.69,100,6.3,0.57,100
supervisar,5.4,1.31,100,5.6,1.43,100
supervisión,5.1,1.17,100,5.75,1.52,100
supervisor,4.8,0.83,100,6.2,1.06,100
supervivencia,6.5,1.91,100,6.8,1.85,100
superviviente,7.4,1.64,100,6.1,1.83,100
suplantar,4.5,1.64,100,5.7,1.56,100
suplementario,5.45,0.83,100,5.2,1.47,100
suplemento,5.65,1.46,100,5.25,1.07,100
suplente,4.05,1.64,100,5,1.49,100
súplica,3.6,1.14,100,6.1,1.25,100
suplicante,3.75,1.16,100,6.4,1.76,100
suplicar,2.45,1.39,100,6.5,1.54,100
suplicio,2.8,1.15,100,6.85,1.23,100
suplir,4.58,1.3,95,5.11,0.94,95
supondré,4.9,1.07,100,5.75,1.55,100
supondría,4.75,1.29,100,5.1,1.37,100
supone,4.6,0.99,100,5.4,1.05,100
suponer,4.65,0.93,100,4.65,1.63,100
supongo,4.75,1.12,100,4.9,0.91,100
suposición,4.85,1.18,100,5.95,1.28,100
supranacional,5.12,0.86,85,5.12,1.45,85
supremacía,5.11,1.1,95,5.83,1.58,90
supremo,5.65,1.42,100,5.7,0.92,100
supresión,3.1,0.91,100,6.65,1.46,100
suprimir,3.9,1.17,100,5.25,1.8,100
supuesto,4.95,0.89,100,4.75,1.33,100
sur,6.95,1.47,100,5.55,1.67,100
suramericano,5.7,1.59,100,5.42,0.84,95
surco,4.95,0.22,100,5.4,0.88,100
surcoreano,4.85,1.09,100,4.68,1.53,95
sureño,6.26,1.48,95,5.1,2.1,100
sureste,5.75,1.07,100,4.75,1.65,100
surf,6.75,1.41,100,5.15,1.98,100
surfing,6.1,1.17,100,6.85,1.53,100
surgimiento,5.4,0.82,100,5.2,1.44,100
surgir,6.2,1.06,100,6,1.56,100
surgiré,5.95,1.39,100,5.4,1.39,100
surgiría,5.9,1.25,100,5.95,1.32,100
surje,5.85,1.14,100,5.39,0.61,90
surjo,5.33,0.62,75,5.22,1.7,90
suroeste,5.25,0.91,100,4.7,1.17,100
surrealismo,5.25,1.74,100,5.5,1.32,100
surrealista,5,1.72,100,5.65,1.14,100
surtido,6.4,1.27,100,4.8,1.06,100
sus,4.88,0.33,85,4.56,1.09,80
susceptibilidad,3.9,1.02,100,5.75,1.59,100
susceptible,4.1,0.72,100,5.55,1.73,100
suscitar,4.78,0.65,90,5.65,1,85
suscribir,5.4,0.99,100,4.95,1.36,100
suscripción,5.2,0.52,100,5.4,1.1,100
susodicho,4.6,1.05,100,5,1.26,100
suspender,2.75,1.37,100,7.65,1.18,100
suspensión,3.6,1.47,100,5.7,0.8,100
suspenso,1.7,1.08,100,8.1,0.97,100
suspirar,4.85,1.79,100,3.75,2.02,100
suspiro,5.9,1.48,100,3.1,2.02,100
sustancia,5.1,0.72,100,4.95,1.1,100
sustancial,5.58,1.02,95,5,1.21,100
sustantivo,5,0.56,100,4.05,1.47,100
sustentable,5.5,0.69,100,4.78,1.06,90
sustentación,5.5,1.62,90,5.42,1.17,95
sustentar,5.65,1.46,100,5.25,0.85,100
sustento,5.88,1.34,100,4.6,1.88,100
sustitución,4.4,0.88,100,5.4,1.76,100
sustituir,4.45,1.05,100,5.6,1.05,100
sustituto,4.4,1.1,100,5.2,1.01,100
susto,3.05,1.36,100,7.45,1.43,100
sustracción,3.8,1.15,100,6,1.17,100
sustraer,4.5,1.47,100,5.75,1.29,100
sustrato,5,0.58,95,4.65,1.14,100
susurrar,5.8,1.58,100,4.3,2.39,100
susurro,6.95,1.36,100,3.85,2.41,100
sutil,6.2,1.24,100,4.35,1.87,100
sutileza,5.9,1.12,100,3.4,1.67,100
swing,5.65,1.27,85,5.13,1.15,80
tabaco,3,2.68,100,5.75,1.9,100
tábano,3.14,1.79,70,5.92,1.73,60
tabaquismo,2.85,1.39,100,5.95,1.23,100
tabasco,4.55,1.5,100,5.85,1.27,100
taberna,5.7,1.38,100,5.2,2.02,100
tabernáculo*,4.75,0.62,60,5.11,2.42,45
tabique,5.05,0.76,100,4.65,1.27,100
tabla,4.95,0.22,100,4.25,1.52,100
tablero,5.23,0.66,100,4.7,1.13,100
tablón,5,1.03,100,5.05,0.39,100
